w_val,q2_val,gen_events,weight,rec_events,weight_rec,flux,cross_section,formfactor,cs_scaled,acceptance,acceptance_no_wt,luminosity_had,q_had,elec_cs,lumi_elec,q_elec,no_of_sec_45nA,no_year_45nA
1.875,2.7,22752,12.80098,1983,1.20212,0.00017,3.24659,1.31678,4.27504,0.09390843513543495,0.08715717299578059,4.9817876238797734e+33,3.762395305399723e-09,0.0005626309774964838,3.7853126143812596e+37,2.8589974428861473e-05,635.3327650858105,2.014626982134102e-05
1.875,3.25,18705,5.05358,1963,0.56269,0.00012,2.33343,1.25573,2.93015,0.11134482881442463,0.1049452018176958,6.130135729103433e+33,4.62966220761531e-09,0.0002701726811013098,6.648420977803053e+37,5.021465995319526e-05,1115.881332293228,3.538436492558435e-05
1.875,3.85,26403,3.65924,3132,0.45546,8e-05,1.75662,1.20075,2.10926,0.12446846886238672,0.11862288376320873,7.617992341877065e+33,5.753336108962363e-09,0.0001385918266863614,1.1593992886312738e+38,8.756792210205995e-05,1945.953824490221,6.170579098459605e-05
1.875,4.6,29982,2.00047,3919,0.27412,5e-05,1.28563,1.14412,1.47092,0.13702779846736016,0.13071176038956708,9.922754860036336e+33,7.493961830704882e-09,6.672236675338537e-05,2.1875091200933897e+38,0.00016521972206143425,3671.5493791429835,0.00011642406707074403
1.875,5.5,37798,1.1699,5237,0.16405,3e-05,0.92331,1.0887,1.0052,0.14022566031284725,0.13855230435472776,1.418894227917905e+34,1.0715914416720072e-08,3.09513730885232e-05,4.608107284364523e+38,0.00034804435682511496,7734.319040558111,0.0002452536479121674
1.875,6.5,38203,0.5512,5498,0.08198,2e-05,0.65738,1.03836,0.6826,0.1487300435413643,0.14391539931418998,1.9699944681468835e+34,1.4877988582032198e-08,1.4428186268094129e-05,9.320078067821419e+38,0.0007039333888082642,15642.964195739205,0.0004960351406563674
1.875,7.5,37762,0.28171,5121,0.03827,2e-05,0.49397,0.99647,0.49223,0.1358489226509531,0.13561252052327738,2.9909263431647843e+34,2.25883720501834e-08,7.460145119432234e-06,1.9734517899137704e+39,0.0014905224999348717,33122.72222077493,0.00105031463155679
1.875,8.5,37627,0.15477,4777,0.01886,1e-05,0.38059,0.96082,0.36568,0.12185824126122634,0.1269567066202461,4.48821736369704e+34,3.389636253830556e-08,4.113269726526165e-06,3.9901378579003183e+39,0.003013699288444349,66971.0952987633,0.002123639500848659
1.875,9.5,37656,0.09173,3892,0.00892,1e-05,0.30498,0.92994,0.28361,0.09724190559249973,0.10335670278308902,7.251953236483563e+34,5.476892407283107e-08,2.4359995751009137e-06,8.443049327354258e+39,0.00637692547383252,141709.45497405602,0.00449357733935997
1.875,10.5,37863,0.05682,3230,0.00456,1e-05,0.24742,0.90281,0.22337,0.08025343189017951,0.08530755618941975,1.1156848561390942e+35,8.425986376701866e-08,1.5006734807067586e-06,1.6606578947368419e+40,0.012542733343933849,278727.4076429744,0.008838388116532673
1.925,2.2,14917,17.6409,1013,1.29448,0.00027,4.33203,1.38479,5.99894,0.07337947610382692,0.06790909700341892,4.543398922009706e+33,3.431311020323016e-09,0.0011826037406985318,2.3047092268710214e+37,1.7407169387243362e-05,386.8259863831858,1.2266171562125374e-05
1.925,2.7,22833,12.98876,2132,1.28228,0.00018,3.17285,1.31678,4.17794,0.0987222798789107,0.0933736258923488,4.8490048734320037e+33,3.6621137930911587e-09,0.0005688591074322252,3.5613126618211305e+37,2.6898131886866543e-05,597.7362641525898,1.8954092597431183e-05
1.925,3.25,18991,5.34729,2140,0.6075,0.00012,2.33909,1.25573,2.93727,0.11360894958006766,0.11268495603180453,5.993404390328519e+33,4.5263986030726666e-09,0.00028156969090621875,6.252181069958846e+37,4.7221911404523e-05,1049.3758089894,3.3275488615848556e-05
1.925,3.85,26616,3.79209,3373,0.509,8e-05,1.72946,1.20075,2.07664,0.13422677204391245,0.1267282837391043,7.175127692293022e+33,5.4188714540389864e-09,0.00014247407574391344,1.0458153241650295e+38,7.898907282213213e-05,1755.312729380714,5.5660601515116503e-05
1.925,4.6,30182,2.07516,4111,0.29647,5e-05,1.26322,1.14412,1.44528,0.1428660922531275,0.13620701080113976,9.686097513376621e+33,7.315231110472487e-09,6.87548870187529e-05,2.036091341451074e+38,0.00015378333394645572,3417.4074210323492,0.0001083652784447092
1.925,5.5,37672,1.20197,5515,0.18113,4e-05,0.90372,1.0887,0.98388,0.15069427689543002,0.1463952006795498,1.3489352519855199e+34,1.018756326550502e-08,3.1906190273943515e-05,4.159664329487108e+38,0.0003141740430126214,6981.645400280476,0.00022138652334730073
1.925,6.5,37934,0.5787,5351,0.08166,2e-05,0.65743,1.03836,0.68265,0.14110938310005183,0.141060789792798,2.0762326097355935e+34,1.5680330864251894e-08,1.5255443665313439e-05,9.290717609600784e+38,0.0007017158315408446,15593.685145352103,0.000494472512219435
1.925,7.5,37892,0.29965,5202,0.04164,2e-05,0.49365,0.99647,0.49191,0.13896212247622225,0.13728491502164045,2.9258220290564544e+34,2.2096684759885613e-08,7.908001689010874e-06,1.8199807877041305e+39,0.0013746078456979836,30546.841015510745,0.0009686339743629739
1.925,8.5,37720,0.16667,4641,0.01961,1e-05,0.38433,0.96082,0.36927,0.11765764684706305,0.12303817603393426,4.603263240523598e+34,3.4765223476501755e-08,4.418610816542949e-06,3.8470168281489034e+39,0.0029056018339493226,64568.92964331828,0.002047467327603954
1.925,9.5,37833,0.0995,3943,0.00962,1e-05,0.30876,0.92994,0.28713,0.09668341708542713,0.10422118256548515,7.2044268053044565e+34,5.440999022207126e-08,2.6299791187587557e-06,7.865488565488565e+39,0.005940701333450577,132015.5851877906,0.004186186744919793
1.925,10.5,37686,0.06133,3333,0.00488,1e-05,0.25101,0.90281,0.22662,0.07956954182292515,0.08844133099824869,1.1091362590080023e+35,8.37652940871537e-08,1.6273947885156292e-06,1.5445081967213115e+40,0.011665469763756127,259232.66141680285,0.008220213768924494
1.975,2.2,14867,17.80901,1086,1.37307,0.00028,4.28284,1.38479,5.93083,0.07709973771703199,0.07304768951368804,4.373827182693205e+33,3.3032453611458385e-09,0.0011978886123629516,2.165512319109732e+37,1.6355833225904318e-05,363.4629605756515,1.1525334873657137e-05
1.975,2.7,22586,13.0493,2142,1.27459,0.00018,3.1278,1.31678,4.11861,0.09767497107124519,0.09483750996192332,4.9715983449033065e+33,3.754700056569221e-09,0.0005777605596387142,3.544041613381558e+37,2.6767685901673396e-05,594.8374644816311,1.8862172262862476e-05
1.975,3.25,18706,5.24428,2148,0.65635,0.00012,2.24955,1.25573,2.82482,0.12515540741531725,0.11482946648134289,5.657044537786581e+33,4.272369562560668e-09,0.0002803528279696354,5.700007617886798e+37,4.305141705352566e-05,956.6981567450147,3.0336699541635422e-05
1.975,3.85,26130,3.85446,3383,0.53211,9e-05,1.72208,1.20075,2.06779,0.13805046621316605,0.12946804439341753,7.00625092552215e+33,5.291330658954875e-09,0.0001475109070034443,9.821277555392681e+37,7.417883349994472e-05,1648.4185222209937,5.2271008441812334e-05
1.975,4.6,29818,2.10293,4155,0.30714,6e-05,1.24072,1.14412,1.41954,0.1460533636402543,0.13934536186196259,9.646522857388501e+33,7.285343144315762e-09,7.05255214970823e-05,1.941655271211825e+38,0.00014665070024258496,3258.9044498352214,0.00010333918219923964
1.975,5.5,37906,1.25018,5549,0.1867,4e-05,0.89069,1.0887,0.96969,0.14933849525668302,0.14638843454862027,1.3811005801151596e+34,1.0430485462692843e-08,3.298105840763995e-05,4.060632029994644e+38,0.00030669426208418756,6815.428046315279,0.00021611580562897256
1.975,6.5,37373,0.58892,5638,0.08787,2e-05,0.64495,1.03836,0.66969,0.14920532500169803,0.1508575709736976,2.0015749572615466e+34,1.511649389971714e-08,1.5757900088299038e-05,8.506429953340162e+38,0.0006424796037265983,14277.32452725774,0.00045273099084404303
1.975,7.5,37729,0.31284,5321,0.04303,2e-05,0.48997,0.99647,0.48825,0.13754634957166603,0.1410320973256646,2.9780958735251687e+34,2.2491472498490812e-08,8.291764955339395e-06,1.7536137578433648e+39,0.0013244816902140215,29432.92644920048,0.0009333119751775901
1.975,8.5,37699,0.17381,4925,0.02182,1e-05,0.37852,0.96082,0.36369,0.1255393820838847,0.1306400700283827,4.380449209131203e+34,3.308246513957558e-08,4.610467121143796e-06,3.455453712190651e+39,0.0026098592992376515,57996.87331639226,0.0018390687885715454
1.975,9.5,37636,0.10263,4061,0.00996,1e-05,0.30137,0.92994,0.28026,0.09704764688687519,0.10790200871506005,7.353326816149204e+34,5.553452772561893e-08,2.7269104049314484e-06,7.557429718875501e+39,0.005708028488576662,126845.07752392582,0.004022231022448181
1.975,10.5,37776,0.06423,3314,0.00495,1e-05,0.24629,0.90281,0.22236,0.07706679121905653,0.08772765777213046,1.167094583176612e+35,8.814248041512061e-08,1.7002858958068614e-06,1.5263030303030299e+40,0.011527968506820465,256177.07792934368,0.008123321852148138
2.025,2.2,15120,17.34438,1094,1.28575,0.00029,4.01789,1.38479,5.56393,0.07413064058790224,0.07235449735449735,4.848982147324928e+33,3.66209662965405e-09,0.0011471150793650794,2.351934668481431e+37,1.776385701269963e-05,394.75237805999177,1.2517515793378734e-05
2.025,2.7,22683,12.6729,2303,1.39929,0.00019,2.94686,1.31678,3.88036,0.11041592689913121,0.10152978001146233,4.6679506289403167e+33,3.5253762019034184e-09,0.0005586959396905171,3.242072765473919e+37,2.448695442200845e-05,544.1545427112989,1.725502735639583e-05
2.025,3.25,19131,5.24105,2263,0.65226,0.00013,2.1314,1.25573,2.67646,0.12445216130355556,0.11828968689561445,6.004360997849601e+33,4.534673361414999e-09,0.00027395588312163505,5.866065679330329e+37,4.430563201911124e-05,984.5696004246942,3.122049722300527e-05
2.025,3.85,26786,3.81205,3638,0.5429,9e-05,1.60402,1.20075,1.92603,0.14241680985296626,0.1358172179496752,7.291312210279161e+33,5.506617483784578e-09,0.00014231501530650342,9.867747283109226e+37,7.452981331653493e-05,1656.2180737007764,5.2518330596802905e-05
2.025,4.6,30318,2.09941,4321,0.31509,6e-05,1.17099,1.14412,1.33976,0.15008502388766365,0.1425225938386437,9.946393336038793e+33,7.511814316168562e-09,6.924632231677552e-05,1.924402551651909e+38,0.00014534762474712303,3229.947216602734,0.00010242095435701212
2.025,5.5,37634,1.21377,5569,0.18151,4e-05,0.83365,1.0887,0.90759,0.14954233503876352,0.14797789233140246,1.4735882023695915e+34,1.1128979702209737e-08,3.225195302120423e-05,4.146768773070354e+38,0.0003132000583889995,6960.001297533322,0.00022070019335151326
2.025,6.5,38119,0.58771,5603,0.08725,3e-05,0.6016,1.03836,0.62468,0.14845757261234283,0.14698706681707285,2.1566021745827273e+34,1.6287305902746976e-08,1.5417770665547364e-05,8.737879656160458e+38,0.0006599606991057747,14665.79331346166,0.0004650492552467548
2.025,7.5,38007,0.30634,5424,0.04352,2e-05,0.45257,0.99647,0.45097,0.14206437291897892,0.1427105533191254,3.1217431314721595e+34,2.3576339638034583e-08,8.060094193174942e-06,1.7466452205882352e+39,0.0013192184445530476,29315.96543451217,0.0009296031657316137
2.025,8.5,37750,0.17206,4883,0.02163,1e-05,0.35453,0.96082,0.34064,0.1257119609438568,0.12935099337748343,4.6704395001375665e+34,3.527255872016892e-08,4.557880794701987e-06,3.490522422561257e+39,0.0026363462406051785,58585.47201344841,0.001857733130817111
2.025,9.5,38013,0.10201,4056,0.01015,1e-05,0.28025,0.92994,0.26062,0.09950004901480246,0.1067003393575882,7.712567190099547e+34,5.82476186851412e-08,2.683555625706995e-06,7.49024630541872e+39,0.005657285729168217,125717.4606481826,0.0039864745258809805
2.025,10.5,37948,0.06336,3292,0.00499,1e-05,0.22799,0.90281,0.20583,0.07875631313131312,0.0867502898703489,1.2337749394722985e+35,9.317838074709602e-08,1.6696532096553177e-06,1.5209619238476957e+40,0.011487627823623078,255280.61830273506,0.008094895303866536
2.075,2.2,15251,17.24992,1184,1.3472,0.00029,3.89425,1.38479,5.39272,0.07809891292249471,0.07763425349157432,4.748726258526979e+33,3.586380378012974e-09,0.0011310681266802176,2.264103325415677e+37,1.7100478288638044e-05,380.01062863640095,1.2050057985679888e-05
2.075,2.7,22792,12.55211,2453,1.3301,0.00019,2.84002,1.31678,3.73967,0.10596624790573059,0.10762548262548262,5.0469518141052116e+33,3.811609254667481e-09,0.000550724376974377,3.4271107435531163e+37,2.588452223227429e-05,575.2116051616508,1.8239840346323275e-05
2.075,3.25,18741,5.11293,2302,0.65102,0.00013,2.06532,1.25573,2.59348,0.12732816604178035,0.1228322928338936,6.056512370917246e+33,4.574059641203267e-09,0.00027282055386585564,5.757426807164142e+37,4.348509673084699e-05,966.3354829077108,3.064229714953421e-05
2.075,3.85,26446,3.74821,3554,0.50434,9e-05,1.54773,1.20075,1.85844,0.13455489420283281,0.13438705286243666,7.998010172415855e+33,6.040336962779136e-09,0.00014173069651365045,1.048736963159773e+38,7.920974041992243e-05,1760.216453776054,5.581609759563845e-05
2.075,4.6,30373,2.12193,4414,0.30721,6e-05,1.13965,1.14412,1.3039,0.14477857422252383,0.14532644124716032,1.0594523166309451e+34,8.001301386835927e-09,6.986237776972969e-05,1.9773444874841316e+38,0.00014934626038399783,3318.805786311063,0.00010523864111843807
2.075,5.5,37714,1.22259,5782,0.19342,4e-05,0.80484,1.0887,0.87622,0.15820512191331518,0.15331176751339026,1.4427673116081258e+34,1.0896211098920971e-08,3.241740467730816e-05,3.8997001344224995e+38,0.000294539285077228,6545.317446160622,0.0002075506546854586
2.075,6.5,37698,0.588,5763,0.08832,3e-05,0.58229,1.03836,0.60462,0.15020408163265306,0.1528728314499443,2.2022456073739446e+34,1.6632018785393432e-08,1.559764443737068e-05,8.536684782608695e+38,0.0006447647116773938,14328.104703942085,0.0004543412196836024
2.075,7.5,37825,0.306,5435,0.04258,2e-05,0.43312,0.99647,0.43159,0.13915032679738562,0.14368803701255783,3.330231248319444e+34,2.5150904375194045e-08,8.089887640449438e-06,1.7766557069046503e+39,0.0013418849750035122,29819.66611118916,0.0009455754094111224
2.075,8.5,38358,0.17443,4923,0.02084,1e-05,0.33627,0.96082,0.32309,0.1194748609757496,0.12834350070389489,5.181195092564962e+34,3.912993801499102e-08,4.547421659106314e-06,3.681190019193858e+39,0.002780354999391131,61785.66665313625,0.001959210637149171
2.075,9.5,37702,0.1029,4157,0.01014,1e-05,0.27024,0.92994,0.2513,0.09854227405247813,0.11025940268420774,8.076346195052e+34,6.099498674610679e-08,2.72929818046788e-06,7.436291913214989e+39,0.005616534677654825,124811.88172566278,0.003957758806622995
2.075,10.5,37861,0.0634,3253,0.00467,1e-05,0.21627,0.90281,0.19525,0.07365930599369085,0.0859195478196561,1.3906291555053505e+35,1.0502448119517788e-07,1.6745463669739308e-06,1.621456102783726e+40,0.012246647301991886,272147.7178220419,0.00862974752099321
2.125,2.2,15077,16.42933,1245,1.24941,0.00029,3.69934,1.38479,5.1228,0.07604753206612808,0.08257610930556476,5.133782558188578e+33,3.8771864347017425e-09,0.0010896948995158188,2.413459152720084e+37,1.822854344954746e-05,405.0787433232769,1.2844962687825879e-05
2.125,2.7,22851,12.43166,2434,1.2291,0.0002,2.75167,1.31678,3.62333,0.09886853404935463,0.10651612620891865,5.582953504776984e+33,4.216413794106929e-09,0.0005440313334208568,3.71833048572126e+37,2.8084067112698334e-05,624.0903802821853,1.978977613781663e-05
2.125,3.25,18935,5.11945,2317,0.60678,0.00014,1.99803,1.25573,2.50899,0.11852445086874568,0.12236598890942699,6.725477334531754e+33,5.079282028949289e-09,0.00027036968576709796,6.241141764725271e+37,4.7138532966202945e-05,1047.52295480451,3.321673499506944e-05
2.125,3.85,26466,3.79089,3791,0.51606,9e-05,1.52048,1.20075,1.82571,0.13613162080672347,0.14324038388876295,8.047096066750966e+33,6.0774081011637826e-09,0.0001432362276127862,1.0256946866643415e+38,7.746938721029769e-05,1721.5419380066155,5.458973674551673e-05
2.125,4.6,30452,2.10562,4533,0.31494,6e-05,1.09167,1.14412,1.249,0.14957114769046645,0.1488572179167214,1.0705814921830141e+34,8.08535225574363e-09,6.914554052278997e-05,1.9338286657776087e+38,0.00014605956690163206,3245.7681533696014,0.00010292263297087777
2.125,5.5,37753,1.23964,5856,0.18409,4e-05,0.78561,1.0887,0.85529,0.14850279113290954,0.15511350091383466,1.574642558035162e+34,1.1892172479685536e-08,3.283553624877493e-05,4.101580748546907e+38,0.00030978706560021955,6884.157013338212,0.0002182951868765288
2.125,6.5,38093,0.60506,5782,0.08673,3e-05,0.56916,1.03836,0.59099,0.14334115624896704,0.1517864174520253,2.360907435566295e+34,1.7830280458925268e-08,1.5883758170792536e-05,8.784273031246396e+38,0.0006634647304566764,14743.66067681503,0.0004675184131410144
2.125,7.5,37919,0.31538,5365,0.04228,2e-05,0.42595,0.99647,0.42445,0.13406049844631873,0.14148579867612543,3.514816268992105e+34,2.6544945766876406e-08,8.317202457870725e-06,1.793708609271523e+39,0.0013547648106280383,30105.884680623072,0.0009546513407097625
2.125,8.5,37870,0.17465,4860,0.02074,1e-05,0.32525,0.96082,0.31251,0.11875178929287146,0.12833377343543703,5.3892200232620515e+34,4.070100463153879e-08,4.611829944547135e-06,3.651880424300867e+39,0.002758217843127543,61293.72984727873,0.0019436114233662713
2.125,9.5,37644,0.10285,4103,0.00999,1e-05,0.25731,0.92994,0.23929,0.09713174526008751,0.10899479332695781,8.604868816327715e+34,6.498654796713024e-08,2.732175114228031e-06,7.536336336336335e+39,0.005692096930767624,126491.04290594721,0.004011004658357027
2.125,10.5,37626,0.06461,3047,0.00464,1e-05,0.2104,0.90281,0.18995,0.07181550843522674,0.08098123637909956,1.4661299252979458e+35,1.1072652558703615e-07,1.717163663424228e-06,1.6218103448275862e+40,0.012249322846129803,272207.1743584401,0.008631632875394472
2.175,2.2,15308,16.53493,1318,1.35553,0.0003,3.62585,1.38479,5.02104,0.08197978461354236,0.08609877188398223,4.858805803203182e+33,3.6695157489639615e-09,0.0010801495949830154,2.258599957212308e+37,1.705891206353707e-05,379.0869347452682,1.2020767844535394e-05
2.175,2.7,22622,12.20112,2617,1.37036,0.0002,2.68347,1.31678,3.53353,0.11231427934484704,0.11568384758199983,5.039485940970689e+33,3.805970803542548e-09,0.0005393475377950668,3.3016141743775353e+37,2.493666294847081e-05,554.1480655215735,1.7571919885894645e-05
2.175,3.25,18980,5.02393,2471,0.62175,0.00014,1.91526,1.25573,2.40504,0.12375769566853041,0.13018967334035828,6.719477088999042e+33,5.074750463710476e-09,0.0002646959957850369,6.105347808604744e+37,4.611289885653129e-05,1024.7310857006953,3.249400956686629e-05
2.175,3.85,26115,3.64971,3778,0.51093,0.0001,1.44646,1.20075,1.73684,0.13999194456545863,0.1446678154317442,8.225591485761158e+33,6.212213190666232e-09,0.00013975531303848362,1.022253537666608e+38,7.720948169687371e-05,1715.766259930527,5.4406591195158773e-05
2.175,4.6,30210,2.07774,4678,0.3135,7e-05,1.05413,1.14412,1.20605,0.15088509630656388,0.15484938761999337,1.0990522463600082e+34,8.300371923268696e-09,6.877656405163853e-05,1.927272727272727e+38,0.00014556440538313645,3234.7645640696987,0.00010257371144310307
2.175,5.5,38066,1.25285,5871,0.18822,4e-05,0.76116,1.0887,0.82868,0.15023346769365845,0.1542321231545211,1.6064841555000856e+34,1.2132649765879355e-08,3.291257289970052e-05,4.044841143342897e+38,0.0003055015969292218,6788.924376204928,0.00021527537976296702
2.175,6.5,37921,0.60299,5873,0.08728,3e-05,0.54857,1.03836,0.56961,0.1447453523275676,0.15487460773713774,2.4257596225284863e+34,1.832006360945915e-08,1.5901215685240368e-05,8.689505041246564e+38,0.0006563070272844837,14584.60060632186,0.00046247465139275304
2.175,7.5,37825,0.31186,5518,0.04179,2e-05,0.40514,0.99647,0.40371,0.13400243699095749,0.14588235294117646,3.696985880699275e+34,2.7920745266213085e-08,8.244811632518177e-06,1.8102416846135436e+39,0.0013672520276537337,30383.378392305192,0.0009634506085840054
2.175,8.5,37879,0.17579,4923,0.01979,1e-05,0.31307,0.96082,0.30081,0.11257750725297229,0.12996647218775575,5.905900119870051e+34,4.46031275573601e-08,4.6408300113519365e-06,3.8280949974734714e+39,0.0028913104210524705,64251.3426900549,0.002037396711379214
2.175,9.5,37644,0.10398,4220,0.00984,1e-05,0.24816,0.92994,0.23078,0.0946335833814195,0.11210285835724153,9.15770272184046e+34,6.916171529220194e-08,2.7621931781957286e-06,7.651219512195121e+39,0.0057788667010537165,128419.26002341592,0.004072148022051494
2.175,10.5,37569,0.06487,2581,0.00398,1e-05,0.20131,0.90281,0.18174,0.061353476183135504,0.06870025819159413,1.7936607213463595e+35,1.3546263283334787e-07,1.726689557880167e-06,1.8878894472361807e+40,0.014258983740454536,316866.30534343416,0.01004776462910433
2.225,2.2,15263,15.99421,1420,1.43224,0.0003,3.48718,1.38479,4.82901,0.08954740496717249,0.09303544519426063,4.6250761344653013e+33,3.492996098833397e-09,0.0010479073576623206,2.131346701670111e+37,1.6097784755816545e-05,357.7285501292566,1.1343497911252428e-05
2.225,2.7,22748,11.92319,2698,1.26605,0.0002,2.57217,1.31678,3.38698,0.10618383167591894,0.11860383330402673,5.561077795251482e+33,4.199892602712395e-09,0.0005241423421839282,3.593538959756724e+37,2.7141532928676158e-05,603.1451761928035,1.9125608073084842e-05
2.225,3.25,18706,5.00159,2520,0.63605,0.00014,1.89951,1.25573,2.38527,0.12716956007989458,0.13471613386079334,6.593397828423846e+33,4.979531627840681e-09,0.0002673789158558751,5.881927521421273e+37,4.44254344518223e-05,987.2318767071622,3.130491745012564e-05
2.225,3.85,26460,3.70418,3891,0.49105,0.0001,1.41668,1.20075,1.70108,0.13256645195427869,0.14705215419501133,8.868938110502828e+33,6.698087841177273e-09,0.00013999168556311413,1.0776906628652887e+38,8.139657574511244e-05,1808.812794335832,5.7357077445961184e-05
2.225,4.6,30332,2.08598,4708,0.29739,7e-05,1.02615,1.14412,1.17405,0.14256608404682689,0.1552156138731373,1.194887951680479e+34,9.02415188943795e-09,6.877159435579586e-05,2.0398802918726254e+38,0.00015406950844959404,3423.7668544354233,0.00010856693475505528
2.225,5.5,38159,1.25671,6156,0.19144,4e-05,0.73831,1.0887,0.8038,0.15233426964056943,0.1613249823108572,1.633369264485129e+34,1.233569416573619e-08,3.2933515029219845e-05,3.986523192645215e+38,0.00030109691787350565,6691.042619411237,0.00021217156961603363
2.225,6.5,38233,0.60589,5962,0.08667,3e-05,0.52784,1.03836,0.54808,0.14304576738351846,0.15593858708445585,2.551003351986995e+34,1.9265941786775883e-08,1.5847304684434914e-05,8.822660666897424e+38,0.0006663640987082646,14808.09108240588,0.0004695614878997298
2.225,7.5,37400,0.30961,5450,0.04056,2e-05,0.39138,0.99647,0.39,0.1310035205581215,0.14572192513368984,3.9145552015374496e+34,2.9563893977323838e-08,8.278342245989305e-06,1.844181459566075e+39,0.0013928862987659175,30953.028861464834,0.0009815141064645114
2.225,8.5,37656,0.17699,4829,0.01913,2e-05,0.30413,0.96082,0.29221,0.1080852025538166,0.1282398555343106,6.332404963433393e+34,4.782421994889655e-08,4.700180582111749e-06,3.936853110297961e+39,0.002973454010799064,66076.75579553476,0.002095280181238418
2.225,9.5,37836,0.10463,4241,0.01039,1e-05,0.23762,0.92994,0.22097,0.09930230335467839,0.11208901575219368,9.114594619409921e+34,6.883614998421509e-08,2.7653557458505127e-06,7.283156881616938e+39,0.005500873777656297,122241.63950347327,0.003876256960409477
2.225,10.5,37867,0.06576,2279,0.00363,1e-05,0.19314,0.90281,0.17437,0.0552007299270073,0.06018432936329786,2.077846244117548e+35,1.5692517514670702e-07,1.7366044312990203e-06,2.0863360881542698e+40,0.015757825439231644,350173.89864959207,0.011103941484322427
2.275,2.2,15080,16.08567,1410,1.29974,0.0003,3.52727,1.38479,4.88453,0.08080111055367914,0.09350132625994695,5.067454809857467e+33,3.8270937314836234e-09,0.0010666889920424403,2.3204640928185638e+37,1.752616384304051e-05,389.47030762312244,1.2350022438582016e-05
2.275,2.7,22736,12.26982,2690,1.25367,0.00021,2.61862,1.31678,3.44814,0.10217509303314964,0.11831456720619282,5.676753851471629e+33,4.287254626894969e-09,0.0005396648486980999,3.6271108026833215e+37,2.7395096697003934e-05,608.7799266000875,1.9304284836380248e-05
2.275,3.25,18932,5.07303,2674,0.65025,0.00014,1.87382,1.25573,2.35301,0.1281778345485834,0.14124234100993027,6.631217801585187e+33,5.008094404943121e-09,0.0002679605958166068,5.822991157247212e+37,4.39802957496013e-05,977.3399055466955,3.0991245102317845e-05
2.275,3.85,26659,3.78301,4043,0.52601,0.0001,1.40774,1.20075,1.69034,0.13904536334823328,0.1516561011290746,8.509409340657038e+33,6.426560940002294e-09,0.00014190367230578792,1.0136309195642668e+38,7.655822655319234e-05,1701.2939234042742,5.3947676414392255e-05
2.275,4.6,30338,2.15917,4806,0.31292,7e-05,1.03657,1.14412,1.18596,0.14492605955066065,0.15841518887204167,1.1636261434634214e+34,8.788053345392503e-09,7.117047926692596e-05,1.939025949124377e+38,0.00014645211096105565,3254.4913546901257,0.0001031992438701841
2.275,5.5,37884,1.28124,6062,0.18768,5e-05,0.73689,1.0887,0.80225,0.146483094502201,0.16001478196600147,1.7018950059734488e+34,1.2853221100924768e-08,3.382008235666772e-05,4.037084398976981e+38,0.0003049157401040015,6775.905335644478,0.00021486254869496698
2.275,6.5,37686,0.61472,5947,0.08617,3e-05,0.52592,1.03836,0.5461,0.14017764185320145,0.15780395902987848,2.6126369780827627e+34,1.9731417401123497e-08,1.6311627660139046e-05,8.746895671347335e+38,0.0006606416670201914,14680.925933782031,0.0004655291074892831
2.275,7.5,37622,0.32339,5734,0.04204,2e-05,0.39203,0.99647,0.39064,0.12999783543090387,0.1524108234543618,3.938375883397476e+34,2.9743794905199572e-08,8.595768433363458e-06,1.7898192197906755e+39,0.0013518272052799663,30040.60456177703,0.0009525813217204791
2.275,8.5,37744,0.18107,4782,0.01871,2e-05,0.29852,0.96082,0.28683,0.10333020378859005,0.1266956337431115,6.748047591419004e+34,5.09632776332528e-08,4.797318779143705e-06,4.0346338856226617e+39,0.0030473065601379617,67717.92355862138,0.002147321269616355
2.275,9.5,37468,0.10892,4036,0.00937,1e-05,0.23955,0.92994,0.22277,0.086026441424899,0.10771858652716985,1.0436174509662924e+35,7.881711736019124e-08,2.9070139852674283e-06,7.997438633938101e+39,0.006040361505995543,134230.25568878985,0.004256413485819059
2.275,10.5,38033,0.06778,1697,0.00274,1e-05,0.18958,0.90281,0.17115,0.040424904101504865,0.044619146530644443,2.890707131448702e+35,2.1831486530086107e-07,1.7821365656140722e-06,2.7761313868613136e+40,0.020967759719496323,465950.2159888072,0.014775184423795256
2.325,2.2,14992,15.42327,1475,1.40825,0.0003,3.3877,1.38479,4.69125,0.09130683700667887,0.09838580576307364,4.669153156083335e+33,3.526284386438588e-09,0.0010287666755602989,2.1291674063554054e+37,1.6081324821415446e-05,357.3627738092321,1.1331899220231866e-05
2.325,2.7,22649,11.75,2854,1.29108,0.00021,2.49474,1.31678,3.28502,0.1098791489361702,0.12600997836549074,5.540853795191925e+33,4.184618831804187e-09,0.0005187867013996203,3.5085354896675652e+37,2.6499512761839612e-05,588.8780613742136,1.867320082997887e-05
2.325,3.25,18819,5.03136,2692,0.62533,0.00014,1.84464,1.25573,2.31637,0.12428647522737392,0.14304692066528507,6.947014294044492e+33,5.246593379687706e-09,0.0002673553323768532,6.018902019733579e+37,4.5459985043304974e-05,1010.2218898512217,3.203392598462778e-05
2.325,3.85,26408,3.76936,4112,0.529,0.0001,1.39145,1.20075,1.67078,0.14034212704544008,0.1557103907906695,8.529482318922344e+33,6.4417206547257335e-09,0.00014273553468645864,9.984120982986768e+37,7.540876875367649e-05,1675.7504167483664,5.3137697131797516e-05
